,id,sentiment
166,181901,1
167,436546,1
168,185058,1
169,117177,0
170,342780,1
171,207189,1
172,271738,1
173,587745,1
174,213254,0
175,131271,1
176,610422,0
177,332322,1
178,144310,1
179,75255,1
180,115451,1
181,24552,0
182,351067,1
183,409493,0
184,605709,1
185,561027,0
186,588183,0
187,361717,0
188,366313,1
189,303209,1
190,259144,1
191,544210,1
192,136813,0
193,486839,0
194,121641,1
195,26238,1
196,127711,1
197,398203,0
198,517989,0
199,368686,1
200,481051,0
201,240068,1
202,10727,0
203,191164,1
204,556155,0
205,543131,1
206,68892,1
207,409751,1
208,139826,0
209,100738,1
210,69172,0
211,480195,0
212,548274,0
213,68848,0
214,193624,1
215,315826,0
216,390440,0
217,57129,0
218,506736,0
219,237773,0
220,273863,1
221,425611,1
222,359261,0
223,309115,1
224,634728,0
225,131274,1
226,25104,1
227,336735,1
228,319656,0
229,143571,0
230,71558,1
231,180722,0
232,385737,0
233,557778,1
234,10606,0
235,498381,1
236,188540,0
237,150847,0
238,19973,1
239,627072,0
240,140488,0
241,422449,1
242,195932,0
243,619300,1
244,555512,1
245,185590,0
246,181944,1
247,145907,1
248,228582,1
249,457275,0
250,13007,1
251,463355,0
252,401349,0
253,13079,0
254,139420,0
255,211157,1
256,361741,0
257,438085,1
258,527466,0
259,172577,0
260,141089,1
261,125792,0
262,29488,0
263,615430,1
264,528885,1
265,502037,0
266,550762,1
267,482958,0
268,608463,0
269,222306,1
270,200488,1
271,256112,0
272,395168,1
273,66817,0
274,578284,1
275,151050,1
276,559688,0
277,630364,1
278,614520,0
279,2611,1
280,392508,0
281,257000,1
282,609194,1
283,107868,1
284,564231,1
285,391123,1
286,245633,0
287,280845,1
288,168829,0
289,350188,0
290,156855,0
291,479623,1
292,181833,1
293,631892,1
294,581705,1
295,563252,1
296,353849,0
297,436451,0
298,547696,1
299,104823,1
300,222497,1
301,21324,1
302,616475,0
303,282901,0
304,375743,0
305,75902,0
306,316055,1
307,543162,1
308,340328,0
309,232005,0
310,228204,0
311,260348,1
312,574262,0
313,420138,1
314,90111,0
315,388184,0
316,345207,0
317,299256,1
318,110274,1
319,589067,0
320,528522,1
321,253112,0
322,16958,1
323,81323,1
324,234459,1
325,599452,0
326,215049,1
327,464323,1
328,196322,1
329,516276,1
330,563303,1
331,438332,1
332,608111,0
333,180485,1
334,277704,1
335,416546,0
336,141801,1
337,384975,0
338,47455,0
339,202466,0
340,546261,0
341,349974,1
342,542623,1
343,579875,1
344,134916,0
345,29716,0
346,531931,1
347,610327,1
348,316279,0
349,532939,0
350,485015,1
351,325165,1
352,482125,0
353,401386,1
354,229028,1
355,68406,0
356,265888,0
357,480749,1
358,518477,1
359,280403,0
360,590915,1
361,469772,0
362,55796,1
363,354327,0
364,207665,0
365,332634,0
366,85430,0
367,398259,0
368,599074,1
369,367600,0
370,205334,1
371,303459,0
372,452425,0
373,245928,0
374,203360,1
375,428101,0
376,354589,1
377,513450,0
378,258163,0
379,24106,0
380,347493,1
381,377330,1
382,360050,0
383,125806,1
384,158503,1
385,55438,1
386,601006,1
387,525797,0
388,584953,0
389,462337,0
390,199599,1
391,373316,0
392,477936,0
393,443005,0
394,515624,1
395,57635,1
396,586564,0
397,225858,1
398,225479,1
399,568177,1
400,217783,1
401,497313,0
402,249109,1
403,94509,1
404,181057,1
405,446182,1
406,460093,0
407,568505,1
408,36877,1
409,406695,1
410,40508,0
411,55322,1
412,455263,1
413,132226,0
414,617994,1
415,459762,1
416,245710,1
417,210958,0
418,510027,0
419,465840,1
420,187956,1
421,118256,0
422,285734,1
423,243856,0
424,606256,0
425,96798,1
426,598942,0
427,39851,1
428,6830,0
429,126211,0
430,437458,1
431,58209,1
432,601857,1
433,188120,1
434,449058,0
435,34467,1
436,83864,1
437,113311,1
438,210900,0
439,172785,0
440,324726,1
441,79375,1
442,63614,0
443,297976,0
444,370692,1
445,354452,1
446,406430,1
447,366725,1
448,231640,0
449,26576,1
450,100948,1
451,231018,1
452,232813,1
453,385234,1
454,209308,0
455,577972,0
456,306402,0
457,230054,1
458,155511,1
459,183950,0
460,468524,0
461,620138,1
462,502503,1
463,416453,0
464,182539,1
465,45380,1
466,368056,1
467,222673,1
468,581480,1
469,157692,1
470,148452,0
471,459838,0
472,200362,0
473,113631,1
474,451622,1
475,152616,0
476,552095,1
477,235341,1
478,85838,0
479,263745,1
480,544354,1
481,90325,1
482,54056,0
483,58215,0
484,621542,1
485,17615,1
486,192815,1
487,463902,0
488,98893,0
489,261839,1
490,48727,1
491,628931,1
492,147614,1
493,309131,1
494,180650,1
495,426568,1
496,595701,1
497,210225,0
498,379028,0
499,40760,0
500,17507,0
501,217874,1
502,490163,0
503,370882,1
504,461175,1
505,50445,1
506,124846,0
507,445156,1
508,611441,1
509,427207,0
510,229311,1
511,182671,0
512,38882,0
513,398405,1
514,588833,1
515,457841,1
516,533150,1
517,365819,1
518,263500,0
519,425806,1
520,638821,0
521,95975,1
522,63532,1
523,249121,0
524,433854,0
525,26575,0
526,272526,0
527,113353,1
528,7718,1
529,151856,1
530,398565,0
531,637521,1
532,568841,0
533,328067,1
534,367049,1
535,552216,0
536,408559,1
537,71201,1
538,318748,1
539,347563,0
540,540098,0
541,569728,1
542,242717,1
543,401091,0
544,387370,0
545,412474,1
546,288605,0
547,466420,0
548,585330,1
549,130951,1
550,132349,0
551,235136,0
552,157449,1
553,500181,1
554,318190,0
555,571450,0
556,384611,0
557,207807,1
558,563509,1
559,501660,1
560,204739,0
561,488080,1
562,287250,1
563,115223,0
564,335501,0
565,425262,0
566,68221,0
567,341514,0
568,562303,0
569,135819,1
570,98681,0
571,167600,1
572,462616,0
573,428294,0
574,164522,1
575,235401,0
576,530906,1
577,195882,0
578,343259,1
579,219400,0
580,17871,1
581,507112,0
582,552061,0
583,476592,0
584,51223,1
585,28916,0
586,153299,1
587,520001,1
588,476629,1
589,181663,1
590,241964,0
591,499226,1
592,304022,1
593,141805,1
594,424530,1
595,187768,1
596,2021,1
597,609448,1
598,30381,0
599,218509,0
600,547780,1
601,584255,0
602,440706,0
603,55435,1
604,507709,0
605,316639,1
606,544971,0
607,344356,1
608,496525,0
609,264248,1
610,562624,0
611,536310,1
612,478500,1
613,309729,0
614,537146,0
615,4795,1
616,423586,0
617,282710,0
618,456506,0
619,220060,0
620,384885,1
621,167909,0
622,186035,1
623,592035,1
624,152082,1
625,438206,0
626,553451,0
627,107877,1
628,323856,0
629,196509,0
630,167326,0
631,460841,0
632,151359,1
633,296993,1
634,322473,0
635,476862,1
636,557702,0
637,453690,0
638,532924,1
639,113199,0
640,11934,0
641,4263,0
642,290232,1
643,393261,1
644,533008,1
645,60946,1
646,489227,0
647,313453,0
648,207141,1
649,371273,1
650,92719,1
651,573592,0
652,171799,0
653,312317,0
654,424065,0
655,188061,1
656,128407,1
657,443303,1
658,454134,1
659,485685,0
660,620351,1
661,452579,1
662,382437,1
663,21443,0
664,308397,0
665,456407,0
666,282804,1
667,565161,1
668,564044,0
669,393801,1
670,291976,1
671,492431,0
672,378893,0
673,533599,1
674,285078,1
675,425739,1
676,604142,0
677,296130,1
678,106375,1
679,170759,0
680,609055,1
681,58995,0
682,140914,1
683,32200,0
684,436278,1
685,259583,1
686,337516,1
687,147251,1
688,329197,1
689,617527,1
690,543066,1
691,225332,0
692,67708,1
693,538628,0
694,582473,1
695,201073,1
696,251035,0
697,335671,1
698,559242,0
699,416966,0
700,335208,1
701,326387,1
702,254387,1
703,280956,1
704,102117,1
705,115099,0
706,159886,0
707,288896,1
708,311830,0
709,541144,1
710,280863,1
711,607254,0
712,507406,0
713,337343,0
714,515760,0
715,404519,1
716,124427,1
717,459366,0
718,116244,0
719,612598,1
720,206838,0
721,497322,1
722,409359,0
723,412172,1
724,534753,0
725,552956,0
726,36611,0
727,490283,1
728,187357,1
729,40756,1
730,285657,0
731,163676,1
732,474599,1
733,114754,1
734,280164,1
735,356090,1
736,152104,0
737,398279,1
738,4224,1
739,359455,0
740,56296,1
741,403723,0
742,280183,1
743,92176,0
744,309113,0
745,111838,1
746,82083,1
747,259324,0
748,196153,1
749,468509,0
750,487080,0
751,601121,1
752,424864,1
753,199662,0
754,186167,1
755,259543,1
756,169733,0
757,218852,1
758,595717,0
759,135622,0
760,155129,0
761,607518,1
762,52986,1
763,472006,0
764,153970,0
765,488580,0
766,410291,1
767,276025,0
768,84761,1
769,539734,1
770,29699,1
771,47253,0
772,173070,1
773,625275,0
774,279887,0
775,536654,0
776,622217,1
777,228858,0
778,535191,1
779,468691,0
780,340429,1
781,456287,1
782,472676,0
783,160141,1
784,139506,0
785,193256,0
786,265840,0
787,159632,0
788,229163,1
789,589425,0
790,610905,1
791,314359,0
792,25677,0
793,547629,0
794,560120,1
795,32695,1
796,339439,0
797,568848,1
798,280022,1
799,353341,1
800,440640,1
801,482851,1
802,155884,0
803,33555,1
804,544410,1
805,463390,0
806,239456,0
807,78239,1
808,294665,0
809,362846,0
810,614218,0
811,556323,1
812,425823,0
813,173837,0
814,75819,0
815,435210,0
816,221342,1
817,603267,1
818,14420,1
819,34469,1
820,36856,1
821,159141,0
822,372567,0
823,344158,0
824,374308,0
825,356760,1
826,528666,1
827,189470,0
828,379635,0
829,195077,1
830,59592,1
831,212404,1
832,88146,0
833,306036,1
834,152132,0
835,326959,0
836,310838,0
837,231508,1
838,171597,1
839,17899,1
840,94151,1
841,581062,0
842,45624,0
843,328558,1
844,216063,0
845,94895,0
846,396370,0
847,330577,1
848,315966,0
849,29069,0
850,454522,0
851,205277,1
852,490051,0
853,436744,1
854,12418,0
855,391823,0
856,175620,1
857,87572,0
858,196646,0
859,514627,0
860,373145,1
861,435074,1
862,110059,1
863,15346,1
864,605790,1
865,77833,0
866,186215,1
867,320293,0
868,168638,1
869,218879,1
870,310515,1
871,147572,0
872,171978,0
873,304974,1
874,29642,1
875,300339,0
876,311392,1
877,117059,0
878,579915,1
879,316429,0
880,522863,1
881,182914,1
882,398742,0
883,529118,1
884,577477,0
885,406460,0
886,465004,1
887,102593,0
888,98286,1
889,376954,1
890,366553,1
891,423891,0
892,86408,0
893,623089,1
894,305,0
895,282091,0
896,421839,0
897,423772,1
898,434293,0
899,582303,0
900,626919,1
901,141616,1
902,450888,1
903,191376,0
904,416429,0
905,543186,1
906,614528,1
907,228282,1
908,328771,1
909,612347,1
910,4143,1
911,575081,0
912,276614,1
913,269571,0
914,8578,0
915,448779,1
916,163942,0
917,284149,1
918,95284,0
919,115843,1
920,208180,0
921,590654,0
922,426025,1
923,447933,1
924,716,1
925,62805,1
926,465112,0
927,156522,0
928,460607,1
929,298768,1
930,439776,1
931,25329,0
932,243050,0
933,345072,1
934,558028,0
935,472374,0
936,568455,1
937,445955,0
938,128345,1
939,545942,1
940,426636,1
941,598853,1
942,256059,1
943,283447,0
944,570565,1
945,13705,0
946,378351,0
947,447562,0
948,483015,1
949,446604,1
950,316023,0
951,377135,1
952,473532,1
953,621564,1
954,174330,1
955,16730,1
956,551830,1
957,59551,1
958,211704,0
959,191018,1
960,570122,0
961,214812,1
962,487093,1
963,498946,1
964,177120,1
965,614109,0
966,265860,0
967,407900,1
968,132087,1
969,592183,0
970,102042,0
971,221803,1
972,251687,0
973,171101,1
974,216269,0
975,351446,1
976,519123,0
977,425483,0
978,81543,1
979,439502,1
980,208765,0
981,639556,0
982,14978,0
983,454785,1
984,383905,0
985,165890,1
986,415800,1
987,637898,0
988,410873,0
989,430442,0
990,155280,1
991,548123,1
992,26832,0
993,430187,0
994,581343,0
995,232825,0
996,85241,0
997,567384,0
998,615296,0
999,87505,1
1000,477249,1
1001,491336,0
1002,449839,1
1003,375933,1
1004,252917,1
1005,76584,0
1006,157512,1
1007,213313,1
1008,133710,1
1009,159555,1
1010,638698,0
1011,605024,0
1012,187465,1
1013,33978,0
1014,343600,0
1015,588179,0
1016,315229,0
1017,75172,0
1018,197594,0
1019,81557,1
1020,546839,1
1021,371793,1
1022,139491,0
1023,28863,0
1024,277763,1
1025,8990,1
1026,155093,1
1027,411106,0
1028,222268,0
1029,283479,0
1030,473819,0
1031,9265,0
1032,253282,1
1033,261282,0
1034,614290,0
1035,108330,1
1036,232660,0
1037,294991,1
1038,262625,1
1039,34883,0
1040,379879,1
1041,539803,0
1042,166830,1
1043,624900,1
1044,265527,0
1045,322108,0
1046,85765,1
1047,527995,0
1048,553510,1
1049,6709,0
1050,61741,0
1051,465847,1
1052,70441,0
1053,223514,1
1054,74808,1
1055,579825,0
1056,236618,0
1057,618121,1
1058,329956,1
1059,91589,1
1060,555885,0
1061,280018,1
1062,357838,1
1063,355899,0
1064,355501,1
1065,528292,0
1066,308490,1
1067,131451,0
1068,71245,0
1069,9166,0
1070,625684,1
1071,228908,1
1072,58918,0
1073,338563,0
1074,373464,0
1075,382424,0
1076,325033,0
1077,299278,0
1078,297902,0
1079,623926,1
1080,44506,0
1081,305404,1
1082,294875,1
1083,575812,0
1084,57160,0
1085,119049,1
1086,40520,1
1087,106327,0
1088,635966,0
1089,414747,0
1090,474787,1
1091,83848,0
1092,279580,0
1093,11333,0
1094,375428,1
1095,178035,0
1096,464524,1
1097,50723,1
1098,99284,1
1099,173872,1
1100,100588,1
1101,253980,0
1102,25564,1
1103,42852,0
1104,544537,1
1105,462406,1
1106,393066,0
1107,331728,1
1108,196390,0
1109,458382,1
1110,189458,0
1111,345912,0
1112,361561,0
1113,106501,1
1114,274433,1
1115,205851,0
1116,14190,1
1117,300936,0
1118,202077,0
1119,341828,0
1120,62448,0
1121,47525,1
1122,120451,1
1123,238197,1
1124,13192,1
1125,297150,0
1126,183073,1
1127,221215,1
1128,109677,0
1129,84161,0
1130,145931,0
1131,205035,0
1132,412964,1
1133,304870,0
1134,92225,0
1135,239718,0
1136,275274,0
1137,250865,1
1138,145742,1
1139,390128,0
1140,396350,1
1141,481199,0
1142,179675,0
1143,628359,1
1144,618447,0
1145,408014,1
1146,209392,1
1147,140309,1
1148,83750,1
1149,154776,0
1150,115167,0
1151,371812,1
1152,387173,0
1153,144972,1
1154,77983,0
1155,453742,0
1156,566519,0
1157,417826,0
1158,549903,1
1159,140538,1
1160,236159,1
1161,341800,1
1162,117922,1
1163,419317,1
1164,275346,0
1165,473971,0
1166,5628,1
1167,377696,0
1168,400348,0
1169,518568,0
1170,610060,0
1171,210930,1
1172,180743,1
1173,341086,0
1174,145546,1
1175,442768,1
1176,370490,0
1177,143171,0
1178,219074,0
1179,74678,0
1180,196442,0
1181,315780,1
1182,502526,1
1183,523819,0
1184,340325,1
1185,568457,1
1186,226635,0
1187,600107,0
1188,411439,0
1189,474636,0
1190,514035,1
1191,601398,1
1192,618544,0
1193,232114,0
1194,521597,0
1195,449172,0
1196,585201,0
1197,293754,1
1198,60424,1
1199,58659,0
1200,127877,1
1201,343948,1
1202,615756,0
1203,617402,1
1204,96825,1
1205,503784,0
1206,369623,1
1207,316937,1
1208,144222,1
1209,21130,0
1210,519468,1
1211,2005,0
1212,15,0
1213,221528,1
1214,470362,1
1215,118640,1
1216,328260,0
1217,369051,1
1218,110127,1
1219,273487,1
1220,227550,1
1221,110406,1
1222,497097,1
1223,114897,0
1224,15311,1
1225,370279,0
1226,623115,1
1227,424719,1
1228,406618,1
1229,218223,0
1230,521088,0
1231,28922,1
1232,630134,0
1233,297528,1
1234,527597,0
1235,435457,0
1236,212319,0
1237,323056,0
1238,544425,0
1239,488512,1
1240,198285,0
1241,632769,0
1242,625205,1
1243,441439,0
1244,567266,1
1245,165184,0
1246,143973,1
1247,345650,0
1248,503316,0
1249,88229,1
1250,604456,0
1251,437611,1
1252,415408,1
1253,549474,0
1254,303486,0
1255,111344,0
1256,474539,0
1257,76234,0
1258,447778,0
1259,311803,1
1260,29639,1
1261,608284,1
1262,453580,1
1263,365453,0
1264,598425,1
1265,190057,1
1266,567394,0
1267,298033,1
1268,406947,1
1269,146727,0
1270,343439,1
1271,24722,0
1272,630418,1
1273,470406,0
1274,195278,1
1275,386067,1
1276,14447,1
1277,69742,0
1278,445739,1
1279,294467,1
1280,71643,1
1281,479610,0
1282,504743,1
1283,252811,0
1284,271547,0
1285,482114,1
1286,209166,1
1287,133080,1
1288,215807,0
1289,438451,1
1290,199084,1
1291,543720,0
1292,143555,1
1293,269143,0
1294,118101,0
1295,367549,1
1296,433359,0
1297,4968,0
1298,105236,0
1299,219050,1
1300,104671,1
1301,424200,1
1302,334333,1
1303,499011,1
1304,468789,0
1305,21704,0
1306,326254,1
1307,230910,1
1308,281114,1
1309,525265,1
1310,122352,0
1311,138081,1
1312,499227,1
1313,15454,1
1314,17274,0
1315,472492,0
1316,211605,0
1317,428216,1
1318,386623,1
1319,76379,1
1320,579645,1
1321,533628,0
1322,352327,1
1323,209109,0
1324,475550,0
1325,358603,0
1326,175347,0
1327,345979,0
1328,94220,0
1329,375073,0
1330,465836,1
1331,127356,0
1332,303269,0
1333,508492,1
1334,10774,0
1335,335235,0
1336,616331,0
1337,188836,1
1338,388898,0
1339,435178,1
1340,256960,0
1341,138066,1
1342,555761,1
1343,363335,0
1344,565496,0
1345,102882,0
1346,320614,0
1347,507960,1
1348,94257,1
1349,620459,0
1350,498355,0
1351,379778,0
1352,636132,0
1353,235352,0
1354,525814,1
1355,562111,1
1356,593807,1
1357,37354,1
1358,508035,0
1359,281587,1
1360,29078,0
1361,65886,0
1362,98768,1
1363,561871,1
1364,371751,1
1365,46680,1
1366,619504,1
1367,299517,1
1368,476252,1
1369,617822,1
1370,255130,1
1371,83627,1
1372,352659,0
1373,267926,1
1374,256649,1
1375,329271,1
1376,596010,0
1377,443404,1
1378,514768,1
1379,136025,1
1380,152753,0
1381,174925,0
1382,519712,0
1383,335757,1
1384,526827,0
1385,128870,1
1386,614179,0
1387,157703,1
1388,229444,1
1389,152944,1
1390,310592,1
1391,541211,1
1392,461184,1
1393,289817,1
1394,612256,0
1395,628310,1
1396,462284,0
1397,15449,0
1398,178798,1
1399,113856,1
1400,63956,1
1401,358965,1
1402,400496,0
1403,502361,0
1404,372195,1
1405,339777,0
1406,562562,0
1407,214811,1
1408,232999,0
1409,313932,0
1410,426646,0
1411,166668,0
1412,318432,0
1413,569469,1
1414,568816,1
1415,316805,0
1416,105078,1
1417,15345,1
1418,409391,1
1419,133384,1
1420,109028,0
1421,264430,1
1422,208776,0
1423,153801,0
1424,405089,0
1425,163128,0
1426,605433,1
1427,504983,0
1428,294223,1
1429,325196,1
1430,248333,0
1431,459314,0
1432,283420,0
1433,474259,1
1434,463036,1
1435,547600,1
1436,529798,0
1437,288663,0
1438,497581,1
1439,245335,1
1440,149261,0
1441,448591,1
1442,106596,0
1443,190027,0
1444,491191,1
1445,484206,0
1446,539144,1
1447,164623,1
1448,239955,1
1449,421554,0
1450,423108,1
1451,496560,0
1452,507146,1
1453,6230,1
1454,107817,0
1455,157710,1
1456,495843,1
1457,33080,1
1458,41144,1
1459,502354,1
1460,462656,1
1461,351419,1
1462,200972,1
1463,364557,1
1464,38484,0
1465,46890,1
1466,5419,1
1467,322464,1
1468,563749,0
1469,633127,1
1470,190806,0
1471,519408,1
1472,402458,1
1473,600862,0
1474,379692,1
1475,630732,1
1476,395362,0
1477,515467,0
1478,48868,1
1479,338263,0
1480,594435,0
1481,512275,0
1482,567108,1
1483,605656,0
1484,452534,0
1485,98687,0
1486,465210,1
1487,470012,0
1488,202146,0
1489,408258,1
1490,355925,1
1491,288588,1
1492,391970,0
1493,161472,0
1494,317784,1
1495,295691,1
1496,343792,0
1497,285053,1
1498,76279,0
1499,521940,0
1500,417275,1
1501,344645,0
1502,287676,1
1503,360395,1
1504,229396,1
1505,115316,1
1506,186488,1
1507,467341,1
1508,167040,0
1509,69412,1
1510,379684,1
1511,613431,0
1512,277973,0
1513,102779,1
1514,587400,1
1515,305857,1
1516,317013,0
1517,79229,0
1518,209606,1
1519,509450,0
1520,110691,1
1521,516154,1
1522,324380,0
1523,297273,1
1524,99815,0
1525,301362,0
1526,133100,1
1527,77575,0
1528,295032,0
1529,120915,0
1530,48790,0
1531,378011,0
1532,448459,1
1533,582146,1
1534,284447,0
1535,409094,0
1536,574302,1
1537,502822,0
1538,447697,0
1539,526508,0
1540,134937,0
1541,620309,1
1542,401976,1
1543,181873,0
1544,59632,1
1545,31883,1
1546,239520,0
1547,497641,1
1548,270190,1
1549,555006,1
1550,337226,1
1551,88878,1
1552,349188,0
1553,180437,1
1554,486304,0
1555,483418,1
1556,169340,0
1557,469740,0
1558,99878,1
1559,544096,1
1560,355315,0
1561,241080,0
1562,347291,1
1563,144205,1
1564,327300,0
1565,124379,0
1566,351898,0
1567,16640,0
1568,243791,1
1569,159822,0
1570,138700,1
1571,217215,0
1572,65584,1
1573,56967,1
1574,407897,0
1575,108092,0
1576,447790,1
1577,564875,1
1578,630299,1
1579,495587,0
1580,148371,0
1581,127639,0
1582,532617,0
1583,86260,0
1584,194646,1
1585,139443,1
1586,119449,1
1587,164473,1
1588,515485,0
1589,439170,0
1590,3477,1
1591,144221,0
1592,45067,1
1593,391880,0
1594,93461,0
1595,249013,1
1596,235700,1
1597,370887,0
1598,557008,0
1599,247633,1
1600,25956,0
1601,576095,0
1602,320107,0
1603,242007,0
1604,508380,1
1605,540840,0
1606,332847,1
1607,429875,1
1608,512599,1
1609,372359,1
1610,198366,0
1611,271672,1
1612,570476,1
1613,202391,0
1614,151862,0
1615,530208,1
1616,509496,1
1617,76800,0
1618,480239,0
1619,434855,0
1620,17276,0
1621,185346,1
1622,427601,1
1623,77117,1
1624,426592,1
1625,206073,0
1626,320473,1
1627,572529,0
1628,325657,0
1629,181181,0
1630,212231,0
1631,27638,0
1632,501103,0
1633,57196,1
1634,387036,0
1635,541227,1
1636,628121,0
1637,301031,0
1638,607318,1
1639,537177,0
1640,20209,1
1641,460960,0
1642,560186,0
1643,90818,0
1644,57011,1
1645,344683,1
1646,609215,0
1647,603599,1
1648,563917,1
1649,278896,1
1650,119307,0
1651,461928,1
1652,537028,0
1653,577135,1
1654,301124,1
1655,58428,0
1656,122145,1
1657,687,0
1658,198252,1
1659,558592,0
1660,364183,0
1661,191895,0
1662,417075,1
1663,118748,1
1664,104386,1
1665,539993,1
1666,464406,0
1667,118217,1
1668,348773,0
1669,33414,0
1670,300839,0
1671,209682,1
1672,625782,0
1673,627156,0
1674,255333,0
1675,413384,0
1676,562448,1
1677,78451,0
1678,336780,0
1679,269365,1
1680,97282,0
1681,17854,0
1682,69647,0
1683,502103,0
1684,570112,0
1685,401543,0
1686,335928,0
1687,180907,0
1688,102558,1
1689,103080,0
1690,148279,0
1691,476614,0
1692,291256,1
1693,376824,0
1694,409901,1
1695,293546,1
1696,382616,0
1697,412667,1
1698,570304,0
1699,205028,0
1700,132682,0
1701,239681,1
1702,571854,0
1703,415587,0
1704,632220,0
1705,298658,0
1706,13710,1
1707,511995,0
1708,613742,1
1709,171287,1
1710,492145,1
1711,179631,0
1712,507746,1
1713,437652,0
1714,202942,0
1715,314060,1
1716,193668,1
1717,178380,1
1718,596137,0
1719,35353,0
1720,472806,0
1721,302617,1
1722,583523,1
1723,300378,1
1724,366212,1
1725,594986,0
1726,240894,0
1727,611516,0
1728,387512,1
1729,19431,0
1730,551848,0
1731,313875,1
1732,321319,1
1733,499278,1
1734,378097,1
1735,82818,0
1736,229540,0
1737,531765,0
1738,131037,1
1739,515973,0
1740,68513,1
1741,472411,1
1742,596037,1
1743,20719,1
1744,193637,0
1745,58134,0
1746,529904,0
1747,502524,1
1748,342922,0
1749,532288,1
1750,47335,1
1751,18382,0
1752,192722,0
1753,238989,1
1754,12512,0
1755,247786,1
1756,304096,1
1757,233474,1
1758,101531,0
1759,265510,1
1760,341911,1
1761,264367,0
1762,383910,0
1763,560300,1
1764,401868,0
1765,543207,1
1766,100210,0
1767,325769,0
1768,203106,0
1769,383253,1
1770,86550,1
1771,75038,0
1772,362777,0
1773,408719,1
1774,216352,1
1775,464497,0
1776,64934,1
1777,30657,0
1778,317695,1
1779,490697,1
1780,2536,1
1781,609365,1
1782,626072,0
1783,201028,0
1784,90075,0
1785,119812,1
1786,597946,1
1787,123374,1
1788,446897,1
1789,387764,1
1790,631796,0
1791,544384,1
1792,335538,0
1793,412641,1
1794,482295,0
1795,69282,0
1796,585300,0
1797,637532,1
1798,611444,1
1799,410610,0
1800,216691,0
1801,76001,0
1802,364450,1
1803,371096,0
1804,291433,0
1805,542765,1
1806,593477,1
1807,33945,0
1808,61054,0
1809,383204,0
1810,375832,1
1811,350257,1
1812,212492,1
1813,482170,0
1814,476207,0
1815,62294,1
1816,182495,0
1817,76997,1
1818,530149,0
1819,64450,1
1820,18554,1
1821,97077,1
1822,385530,1
1823,513491,0
1824,610869,0
1825,58892,0
1826,365567,1
1827,487759,1
1828,223844,0
1829,580737,1
1830,187285,1
1831,128734,0
1832,451007,0
1833,419065,1
1834,343615,1
1835,48940,0
1836,583294,0
1837,184850,1
1838,161507,1
1839,592397,1
1840,57216,1
1841,481315,1
1842,177573,0
1843,23107,1
1844,233853,1
1845,482333,0
1846,409905,0
1847,519915,1
1848,390825,1
1849,379611,1
1850,485083,1
1851,631901,0
1852,393076,0
1853,606771,1
1854,227450,0
1855,322525,0
1856,353344,1
1857,32461,1
1858,465543,0
1859,439191,1
1860,348475,0
1861,628616,1
1862,503046,1
1863,618115,0
1864,631035,0
1865,544552,1
1866,125779,0
1867,510129,1
1868,396394,1
1869,22426,0
1870,90118,0
1871,474765,1
1872,618064,0
